ec5_uuid,created_at,uploaded_at,created_by,title,1_Tree_diameter_ftin,lat_2_Location,long_2_Location,accuracy_2_Location,UTM_Northing_2_Location,UTM_Easting_2_Location,UTM_Zone_2_Location,3_Date,4_Time,5_Photo,6_Video
c88bbb0e-7727-4b0b-9c10-46c907f44f06,2024-08-03T13:40:57.000Z,2024-08-03T15:22:15.000Z,gladcolor@gmail.com,c88bbb0e-7727-4b0b-9c10-46c907f44f06,3-10,33.991104,-81.007853,3,3761169,499274,17S,2024/08/03,09:40:46,c88bbb0e-7727-4b0b-9c10-46c907f44f06_1722692453.jpg,
a983ce63-c843-418c-97c6-f747fa898c34,2024-08-03T13:39:31.000Z,2024-08-03T15:22:13.000Z,gladcolor@gmail.com,a983ce63-c843-418c-97c6-f747fa898c34,1-4,33.991096,-81.008123,2,3761168,499249,17S,2024/08/03,09:39:22,a983ce63-c843-418c-97c6-f747fa898c34_1722692368.jpg,
fb6d9351-1434-4794-a964-b1130c84165c,2024-08-03T13:38:27.000Z,2024-08-03T15:21:57.000Z,gladcolor@gmail.com,fb6d9351-1434-4794-a964-b1130c84165c,8-2,33.991101,-81.008264,2,3761169,499236,17S,2024/08/03,09:38:13,fb6d9351-1434-4794-a964-b1130c84165c_1722692304.jpg,
90e4db6c-8680-4a95-b3f4-5b1422037a58,2024-08-03T13:37:17.000Z,2024-08-03T15:21:52.000Z,gladcolor@gmail.com,90e4db6c-8680-4a95-b3f4-5b1422037a58,3-8,33.991142,-81.008379,2,3761173,499226,17S,2024/08/03,09:37:00,90e4db6c-8680-4a95-b3f4-5b1422037a58_1722692233.jpg,
a688b71d-03a5-4ea7-a5d1-f9a6fcc109c3,2024-08-03T13:35:39.000Z,2024-08-03T15:21:47.000Z,gladcolor@gmail.com,a688b71d-03a5-4ea7-a5d1-f9a6fcc109c3,9-3,33.991176,-81.008545,3,3761177,499210,17S,2024/08/03,09:35:27,a688b71d-03a5-4ea7-a5d1-f9a6fcc109c3_1722692134.jpg,
69391140-6587-4de3-bd89-a317bd91af2f,2024-08-03T13:34:02.000Z,2024-08-03T15:21:42.000Z,gladcolor@gmail.com,69391140-6587-4de3-bd89-a317bd91af2f,9-8,33.991103,-81.008692,2,3761169,499197,17S,2024/08/03,09:33:48,69391140-6587-4de3-bd89-a317bd91af2f_1722692038.jpg,
3e43c2ea-57bf-46c1-9b80-cd46d1fe1479,2024-08-03T13:32:25.000Z,2024-08-03T15:21:37.000Z,gladcolor@gmail.com,3e43c2ea-57bf-46c1-9b80-cd46d1fe1479,8-11,33.991191,-81.008832,3,3761179,499184,17S,2024/08/03,09:32:10,3e43c2ea-57bf-46c1-9b80-cd46d1fe1479_1722691940.jpg,
81dd72c0-dd3e-4863-a98b-07c4c79f4b57,2024-08-03T13:30:59.000Z,2024-08-03T15:21:32.000Z,gladcolor@gmail.com,81dd72c0-dd3e-4863-a98b-07c4c79f4b57,2-11,33.99123,-81.009052,2,3761183,499163,17S,2024/08/03,09:30:45,81dd72c0-dd3e-4863-a98b-07c4c79f4b57_1722691855.jpg,
95f65adc-a6c1-494a-9e2f-7619fb7daff1,2024-08-03T13:28:57.000Z,2024-08-03T15:21:27.000Z,gladcolor@gmail.com,95f65adc-a6c1-494a-9e2f-7619fb7daff1,9-6,33.991195,-81.00918,2,3761179,499152,17S,2024/08/03,09:28:42,95f65adc-a6c1-494a-9e2f-7619fb7daff1_1722691733.jpg,
7eda123b-653b-4a20-98ec-ed68650783be,2024-08-03T13:27:15.000Z,2024-08-03T15:21:22.000Z,gladcolor@gmail.com,7eda123b-653b-4a20-98ec-ed68650783be,0-11,33.99118,-81.009136,3,3761178,499156,17S,2024/08/03,09:27:03,7eda123b-653b-4a20-98ec-ed68650783be_1722691631.jpg,
18ab0b3b-33c4-4681-9f78-6d93c4255931,2024-08-03T13:26:04.000Z,2024-08-03T15:21:17.000Z,gladcolor@gmail.com,18ab0b3b-33c4-4681-9f78-6d93c4255931,1-9,33.991256,-81.009375,3,3761186,499134,17S,2024/08/03,09:25:48,18ab0b3b-33c4-4681-9f78-6d93c4255931_1722691558.jpg,
0109cf53-31aa-4406-aff9-97771900be1e,2024-08-03T13:24:37.000Z,2024-08-03T15:21:12.000Z,gladcolor@gmail.com,0109cf53-31aa-4406-aff9-97771900be1e,5-3,33.991257,-81.009587,3,3761186,499114,17S,2024/08/03,09:24:22,0109cf53-31aa-4406-aff9-97771900be1e_1722691473.jpg,
2254e854-3810-4374-9b8c-6df15bd4775f,2024-08-03T13:22:22.000Z,2024-08-03T15:21:10.000Z,gladcolor@gmail.com,2254e854-3810-4374-9b8c-6df15bd4775f,5-2,33.991293,-81.009753,3,3761190,499099,17S,2024/08/03,09:21:57,2254e854-3810-4374-9b8c-6df15bd4775f_1722691334.jpg,
24763d55-4d76-498b-af6d-22d2799bb33a,2024-08-03T13:20:44.000Z,2024-08-03T15:21:08.000Z,gladcolor@gmail.com,24763d55-4d76-498b-af6d-22d2799bb33a,9-0,33.991364,-81.009828,2,3761198,499092,17S,2024/08/03,09:20:04,24763d55-4d76-498b-af6d-22d2799bb33a_1722691236.jpg,
f7be75ef-568e-41f4-a23e-1c362daa3211,2023-11-26T15:51:04.000Z,2023-12-05T21:12:38.000Z,gladcolor@gmail.com,f7be75ef-568e-41f4-a23e-1c362daa3211,8-3,33.991082,-81.011434,4,3761167,498943,17S,2023/11/26,10:50:21,f7be75ef-568e-41f4-a23e-1c362daa3211_1701013861.jpg,
4f678d9e-12b2-47b5-8bab-41c766e4240e,2023-11-26T15:49:21.000Z,2023-12-05T21:12:36.000Z,gladcolor@gmail.com,4f678d9e-12b2-47b5-8bab-41c766e4240e,5-7,33.991035,-81.011503,4,3761162,498937,17S,2023/11/26,10:48:53,4f678d9e-12b2-47b5-8bab-41c766e4240e_1701013756.jpg,
6af7269d-6e88-45d5-a1e2-5a20282eefc7,2023-11-26T15:48:02.000Z,2023-12-05T21:12:34.000Z,gladcolor@gmail.com,6af7269d-6e88-45d5-a1e2-5a20282eefc7,8-0,33.990948,-81.011773,4,3761152,498912,17S,2023/11/26,10:47:26,6af7269d-6e88-45d5-a1e2-5a20282eefc7_1701013676.jpg,
3e1d95ee-5c7b-44b9-8479-d7d393b0472b,2023-11-26T15:45:25.000Z,2023-12-05T21:12:32.000Z,gladcolor@gmail.com,3e1d95ee-5c7b-44b9-8479-d7d393b0472b,7-0,33.990832,-81.011882,4,3761139,498902,17S,2023/11/26,10:45:02,3e1d95ee-5c7b-44b9-8479-d7d393b0472b_1701013522.jpg,
ea899df8-6bb6-48d1-8116-8078c83f7764,2023-11-26T15:44:11.000Z,2023-12-05T21:12:30.000Z,gladcolor@gmail.com,ea899df8-6bb6-48d1-8116-8078c83f7764,5-4,33.990679,-81.011877,4,3761122,498903,17S,2023/11/26,10:43:45,ea899df8-6bb6-48d1-8116-8078c83f7764_1701013446.jpg,
6db0ee52-44b7-4a7b-96d6-9fbdf13e002f,2023-11-26T15:43:25.000Z,2023-12-05T21:12:29.000Z,gladcolor@gmail.com,6db0ee52-44b7-4a7b-96d6-9fbdf13e002f,0-11,33.990569,-81.011754,4,3761110,498914,17S,2023/11/26,10:42:39,6db0ee52-44b7-4a7b-96d6-9fbdf13e002f_1701013375.jpg,
ef594190-a1d7-4071-bcdd-95184acca27e,2023-11-26T15:41:55.000Z,2023-12-05T21:12:27.000Z,gladcolor@gmail.com,ef594190-a1d7-4071-bcdd-95184acca27e,6-4,33.990538,-81.011716,4,3761106,498917,17S,2023/11/26,10:41:31,ef594190-a1d7-4071-bcdd-95184acca27e_1701013310.jpg,
1ad6e2f1-445e-40ae-bd04-cff04d7629da,2023-11-26T15:40:29.000Z,2023-12-05T21:12:25.000Z,gladcolor@gmail.com,1ad6e2f1-445e-40ae-bd04-cff04d7629da,6-8,33.990406,-81.011472,3,3761092,498940,17S,2023/11/26,10:40:03,1ad6e2f1-445e-40ae-bd04-cff04d7629da_1701013222.jpg,
6bb38748-8ac3-43f7-988f-36d194725f7f,2023-11-26T15:39:05.000Z,2023-12-05T21:12:23.000Z,gladcolor@gmail.com,6bb38748-8ac3-43f7-988f-36d194725f7f,0-10,33.990344,-81.01137,4,3761085,498949,17S,2023/11/26,10:38:44,6bb38748-8ac3-43f7-988f-36d194725f7f_1701013141.jpg,
f7a99432-9da9-4042-801f-c510e6c14819,2023-11-26T15:38:09.000Z,2023-12-05T21:12:21.000Z,gladcolor@gmail.com,f7a99432-9da9-4042-801f-c510e6c14819,4-0,33.990241,-81.011275,4,3761073,498958,17S,2023/11/26,10:37:47,f7a99432-9da9-4042-801f-c510e6c14819_1701013084.jpg,
0f536e52-040c-4472-b25a-393ef91f7213,2023-11-26T15:37:29.000Z,2023-12-05T21:12:19.000Z,gladcolor@gmail.com,0f536e52-040c-4472-b25a-393ef91f7213,4-3,33.990205,-81.01112,4,3761069,498972,17S,2023/11/26,10:36:39,0f536e52-040c-4472-b25a-393ef91f7213_1701013023.jpg,
5e6250c4-7ce9-4697-a2a1-aaa5fc254985,2023-11-26T15:35:31.000Z,2023-12-05T21:12:17.000Z,gladcolor@gmail.com,5e6250c4-7ce9-4697-a2a1-aaa5fc254985,4-6,33.990089,-81.011039,4,3761057,498980,17S,2023/11/26,10:34:59,5e6250c4-7ce9-4697-a2a1-aaa5fc254985_1701012927.jpg,
cae0aa37-df00-4639-9e54-903c57060651,2023-11-26T15:34:13.000Z,2023-12-05T21:12:15.000Z,gladcolor@gmail.com,cae0aa37-df00-4639-9e54-903c57060651,1-2,33.989951,-81.010988,4,3761041,498985,17S,2023/11/26,10:33:48,cae0aa37-df00-4639-9e54-903c57060651_1701012847.jpg,
2e621ae8-a1ca-4b5c-b658-80d224084e3b,2023-11-26T15:33:26.000Z,2023-12-05T21:12:14.000Z,gladcolor@gmail.com,2e621ae8-a1ca-4b5c-b658-80d224084e3b,6-9,33.989956,-81.010891,3,3761042,498994,17S,2023/11/26,10:32:44,2e621ae8-a1ca-4b5c-b658-80d224084e3b_1701012790.jpg,
b57f9ab8-690a-435d-9528-4b8c62912d43,2023-11-26T15:31:18.000Z,2023-12-05T21:12:12.000Z,gladcolor@gmail.com,b57f9ab8-690a-435d-9528-4b8c62912d43,4-3,33.989621,-81.010599,4,3761005,499021,17S,2023/11/26,10:30:54,b57f9ab8-690a-435d-9528-4b8c62912d43_1701012674.jpg,
f3e4d35f-e331-42d1-a822-de82d8c12685,2023-11-26T15:30:25.000Z,2023-12-05T21:12:10.000Z,gladcolor@gmail.com,f3e4d35f-e331-42d1-a822-de82d8c12685,3-1,33.989593,-81.010526,4,3761002,499027,17S,2023/11/26,10:29:49,f3e4d35f-e331-42d1-a822-de82d8c12685_1701012609.jpg,
99b99522-5994-43ab-b5e4-207ae6508b4f,2023-11-26T15:28:45.000Z,2023-12-05T21:12:08.000Z,gladcolor@gmail.com,99b99522-5994-43ab-b5e4-207ae6508b4f,1-8,33.989474,-81.010417,4,3760988,499037,17S,2023/11/26,10:28:19,99b99522-5994-43ab-b5e4-207ae6508b4f_1701012519.jpg,
cfb47fc1-809c-4efd-b42a-f50355274744,2023-11-26T15:27:41.000Z,2023-12-05T21:12:06.000Z,gladcolor@gmail.com,cfb47fc1-809c-4efd-b42a-f50355274744,1-1,33.989386,-81.010257,4,3760979,499052,17S,2023/11/26,10:27:10,cfb47fc1-809c-4efd-b42a-f50355274744_1701012447.jpg,
46c6379c-98ab-4df4-b8cb-cc1276cb951a,2023-11-24T17:09:16.000Z,2023-11-24T18:20:10.000Z,gladcolor@gmail.com,46c6379c-98ab-4df4-b8cb-cc1276cb951a,2-1,33.990823,-81.012047,4,3761138,498887,17S,2023/11/24,12:08:53,46c6379c-98ab-4df4-b8cb-cc1276cb951a_1700845751.jpg,
b418be89-2b28-4b35-91a4-f020f98ce643,2023-11-24T17:07:54.000Z,2023-11-24T18:20:08.000Z,gladcolor@gmail.com,b418be89-2b28-4b35-91a4-f020f98ce643,4-4,33.990655,-81.012032,4,3761119,498888,17S,2023/11/24,12:06:59,b418be89-2b28-4b35-91a4-f020f98ce643_1700845671.jpg,
3865956f-850c-4569-bf18-eeca0fc79204,2023-11-24T17:05:29.000Z,2023-11-24T18:20:06.000Z,gladcolor@gmail.com,3865956f-850c-4569-bf18-eeca0fc79204,0-5-4,33.990555,-81.011875,4,3761108,498903,17S,2023/11/24,12:05:05,3865956f-850c-4569-bf18-eeca0fc79204_1700845522.jpg,
f6f94365-d998-470c-9ec1-e139f96d7e22,2023-11-24T17:04:34.000Z,2023-11-24T18:20:04.000Z,gladcolor@gmail.com,f6f94365-d998-470c-9ec1-e139f96d7e22,1-9,33.990409,-81.011768,4,3761092,498913,17S,2023/11/24,12:03:33,f6f94365-d998-470c-9ec1-e139f96d7e22_1700845435.jpg,
4a970896-699c-411c-bec0-c0720db43f73,2023-11-24T17:02:28.000Z,2023-11-24T18:20:02.000Z,gladcolor@gmail.com,4a970896-699c-411c-bec0-c0720db43f73,1-8,33.990239,-81.011548,4,3761073,498933,17S,2023/11/24,12:01:56,4a970896-699c-411c-bec0-c0720db43f73_1700845342.jpg,
b038f7ca-8f84-48d8-a42c-eb0d74935c89,2023-11-24T17:00:47.000Z,2023-11-24T18:20:00.000Z,gladcolor@gmail.com,b038f7ca-8f84-48d8-a42c-eb0d74935c89,10-1,33.990185,-81.01143,4,3761067,498944,17S,2023/11/24,12:00:20,b038f7ca-8f84-48d8-a42c-eb0d74935c89_1700845238.jpg,
09099228-2a20-4fb2-995b-6c70742fdaec,2023-11-24T16:58:21.000Z,2023-11-24T18:19:58.000Z,gladcolor@gmail.com,09099228-2a20-4fb2-995b-6c70742fdaec,8-10,33.989958,-81.011266,4,3761042,498959,17S,2023/11/24,11:57:43,09099228-2a20-4fb2-995b-6c70742fdaec_1700845093.jpg,
0c1b2623-0878-41b0-8312-093205f2e1f2,2023-11-24T16:56:16.000Z,2023-11-24T18:19:56.000Z,gladcolor@gmail.com,0c1b2623-0878-41b0-8312-093205f2e1f2,4-2,33.989875,-81.011164,4,3761033,498968,17S,2023/11/24,11:55:49,0c1b2623-0878-41b0-8312-093205f2e1f2_1700844970.jpg,
d0688940-cfc3-4923-bc81-95d82028a839,2023-11-24T16:54:47.000Z,2023-11-24T18:19:54.000Z,gladcolor@gmail.com,d0688940-cfc3-4923-bc81-95d82028a839,4-2,33.989706,-81.010839,5,3761014,498998,17S,2023/11/24,11:53:51,d0688940-cfc3-4923-bc81-95d82028a839_1700844874.jpg,
089750ff-26fc-43c7-b5e3-076fb52b82e7,2023-11-24T16:52:06.000Z,2023-11-24T18:19:52.000Z,gladcolor@gmail.com,089750ff-26fc-43c7-b5e3-076fb52b82e7,3-5,33.989495,-81.010578,4,3760991,499023,17S,2023/11/24,11:50:28,089750ff-26fc-43c7-b5e3-076fb52b82e7_1700844711.jpg,
28eeb21e-f3ff-4f61-8fa9-34b61c16356c,2023-11-24T16:48:58.000Z,2023-11-24T18:19:51.000Z,gladcolor@gmail.com,28eeb21e-f3ff-4f61-8fa9-34b61c16356c,4-5,33.989387,-81.010487,4,3760979,499031,17S,2023/11/24,11:47:10,28eeb21e-f3ff-4f61-8fa9-34b61c16356c_1700844500.jpg,
6a4fc2a6-242d-4b81-86cf-5d764522b932,2023-11-24T16:45:56.000Z,2023-11-24T18:19:49.000Z,gladcolor@gmail.com,6a4fc2a6-242d-4b81-86cf-5d764522b932,4-8,33.98937,-81.010372,4,3760977,499042,17S,2023/11/24,11:45:30,6a4fc2a6-242d-4b81-86cf-5d764522b932_1700844344.jpg,
